Store,Date,Weekly_Sales,Holiday_Flag,Temperature,Fuel_Price,CPI,Unemployment,Year,Month,Week,Avg_Store_Sales,Sales_Variation
40,2010-10-29,875038.84,0,47.1,2.938,132.8708387,5.287,2010,10,43,964128.0404895104,-0.8095924451595793
44,2010-10-29,286497.49,0,45.12,2.841,126.4364194,7.61,2010,10,43,302748.86601398606,6.06685120856183
1,2010-10-29,1384209.22,0,69.64,2.716,211.9088438,7.838,2010,10,43,1555264.3975524476,2.8804567082932664
18,2010-10-29,1038576.54,0,55.85,2.938,132.8708387,9.331,2010,10,43,1084718.421048951,-1.2872946493397097
13,2010-10-29,1887895.07,0,45.12,2.841,126.4364194,7.795,2010,10,43,2003620.3062937064,5.0611035783146185
31,2010-10-29,1257921.28,0,67.51,2.716,211.5661131,8.163,2010,10,43,1395901.437062937,-0.3460387436227119
12,2010-10-29,955294.7,0,61.09,3.016,126.4364194,14.313,2010,10,43,1009001.6094405595,11.35483367402841
2,2010-10-29,1802755.11,0,66.24,2.716,211.5661131,8.163,2010,10,43,1925751.3355244757,3.7289656206213495
41,2010-10-29,1144854.56,0,42.16,2.748,190.951728,7.508,2010,10,43,1268125.418811189,-0.9644553905839515
8,2010-10-29,830756.76,0,57.93,2.716,215.2739,6.433,2010,10,43,908749.5183916084,-0.6769787692806783
32,2010-10-29,1115138.51,0,45.45,2.748,190.951728,9.137,2010,10,43,1166568.154965035,1.1752573297586277
30,2010-10-29,438334.39,0,67.51,2.716,211.5661131,8.163,2010,10,43,438579.6162237762,-4.633568169160807
35,2010-10-29,857797.33,0,61.02,2.921,136.7375484,8.763,2010,10,43,919724.9795804196,3.63553200580371
39,2010-10-29,1294769.08,0,75.14,2.716,210.6736944,8.476,2010,10,43,1450668.1291608391,2.669084887435713
3,2010-10-29,348591.74,0,72.04,2.716,215.2274686,7.564,2010,10,43,402704.44104895106,-0.08720077542881954
34,2010-10-29,926294.02,0,50.78,2.718,126.4364194,10.21,2010,10,43,966781.5594405595,-1.067996192647258
21,2010-10-29,731756.65,0,67.51,2.716,211.5661131,8.163,2010,10,43,756069.0833566433,2.9673752929372466
42,2010-10-29,476967.65,0,68.76,3.13,126.4364194,9.003,2010,10,43,556403.863146853,-8.708648696643351
43,2010-10-29,610076.32,0,65.88,2.716,203.8242258,10.21,2010,10,43,633324.7231468532,-10.407142283253867
16,2010-10-29,495022.51,0,35.76,2.748,190.951728,6.986,2010,10,43,519247.7300699301,-8.535285630020596
28,2010-10-29,1231688.48,0,61.09,3.016,126.4364194,14.313,2010,10,43,1323522.241818182,9.911408630720375
26,2010-10-29,895069.88,0,40.3,2.938,132.8708387,8.149,2010,10,43,1002911.8446853146,-2.3406709878837084
25,2010-10-29,674458.03,0,55.72,2.921,205.1118126,7.484,2010,10,43,706721.5326573426,1.936666291893241
6,2010-10-29,1385323.7,0,70.39,2.716,213.4302994,7.007,2010,10,43,1564728.1862937063,3.9473638103670883
14,2010-10-29,1984768.34,0,61.3,2.921,182.9011166,8.724,2010,10,43,2020978.4009790209,2.486147148175477
22,2010-10-29,1025766.27,0,57.73,2.938,136.7375484,8.572,2010,10,43,1028501.0389510489,6.739630566756749
15,2010-10-29,598301.5,0,55.09,3.055,132.8708387,8.067,2010,10,43,623312.474965035,-0.3488082768343448
27,2010-10-29,1688955.49,0,61.02,3.055,136.7375484,8.021,2010,10,43,1775216.2019580419,-0.29397817197609477
19,2010-10-29,1404576.48,0,56.11,3.055,132.8708387,8.067,2010,10,43,1444999.0356643356,3.4942051669260232
9,2010-10-29,508801.61,0,64.43,2.716,215.4573607,6.56,2010,10,43,543980.5523776223,9.109323765367993
38,2010-10-29,341219.63,0,61.09,3.016,126.4364194,14.313,2010,10,43,385731.6532867133,0.6422357241804066
10,2010-10-29,1741308.56,0,68.76,3.13,126.4364194,9.003,2010,10,43,1899424.5726573425,0.06174456785428273
45,2010-10-29,732859.76,0,61.3,2.921,182.9011166,8.724,2010,10,43,785981.4085314686,0.2682161293968477
29,2010-10-29,527058.59,0,57.73,2.938,132.8708387,10.524,2010,10,43,539451.4287412588,4.322348566668333
37,2010-10-29,514485.9,0,76.22,2.716,210.6736944,8.476,2010,10,43,518900.2819580419,0.7955129192238397
23,2010-10-29,1112871.23,0,48.68,2.938,132.8708387,5.287,2010,10,43,1389864.4604895106,-3.018089036244853
24,2010-10-29,1244925.94,0,57.29,3.055,132.8708387,8.275,2010,10,43,1356755.3935664336,0.8138967356324134
17,2010-10-29,861941.25,0,39.87,2.841,126.4364194,6.885,2010,10,43,893581.3904195804,5.747497073220131
2,2010-11-05,1939061.41,0,57.85,2.689,211.6135053,8.163,2010,11,44,1925751.3355244757,7.560999230782928
4,2010-11-05,2013115.79,0,51.6,2.699,126.4912903,7.127,2010,11,44,2094712.9606993007,4.126696745982206
12,2010-11-05,929690.71,0,65.49,3.129,126.4912903,14.313,2010,11,44,1009001.6094405595,-2.6802189942014776
15,2010-11-05,612987.64,0,40.29,3.049,132.9245806,8.067,2010,11,44,623312.474965035,2.45463867297675
20,2010-11-05,2184316.64,0,42.78,2.917,205.160837,7.484,2010,11,44,2107676.8703496503,15.461368336032688
32,2010-11-05,1063056.21,0,49.2,2.729,190.9964377,9.137,2010,11,44,1166568.154965035,-4.670478109486154
30,2010-11-05,484661.87,0,58.71,2.689,211.6135053,8.163,2010,11,44,438579.6162237762,10.568981366029707
3,2010-11-05,423175.56,0,62.94,2.689,215.2765472,7.564,2010,11,44,402704.44104895106,21.395750800061997
21,2010-11-05,719888.76,0,58.71,2.689,211.6135053,8.163,2010,11,44,756069.0833566433,-1.6218356198061223
43,2010-11-05,605960.2,0,62.52,2.689,203.8713871,10.21,2010,11,44,633324.7231468532,-0.6746893568988166
28,2010-11-05,1501663.26,0,65.49,3.129,126.4912903,14.313,2010,11,44,1323522.241818182,21.919079733537817
26,2010-11-05,970224.51,0,30.51,2.938,132.9245806,8.149,2010,11,44,1002911.8446853146,8.396509778655492
14,2010-11-05,2078417.47,0,45.65,2.917,182.9463648,8.724,2010,11,44,2020978.4009790209,4.718390963451169
23,2010-11-05,1203119.96,0,36.6,2.938,132.9245806,5.287,2010,11,44,1389864.4604895106,8.109539321993253
37,2010-11-05,539683.42,0,62.72,2.689,210.7202444,8.476,2010,11,44,518900.2819580419,4.897611382547118
9,2010-11-05,517869.97,0,58.69,2.689,215.5065452,6.56,2010,11,44,543980.5523776223,1.78229781937993
38,2010-11-05,380870.09,0,65.49,3.129,126.4912903,14.313,2010,11,44,385731.6532867133,11.620216574292641
25,2010-11-05,696314.53,0,38.8,2.917,205.160837,7.484,2010,11,44,706721.5326573426,3.2406019393082186
44,2010-11-05,270516.84,0,49.96,2.831,126.4912903,7.61,2010,11,44,302748.86601398606,-5.5779371749469675
5,2010-11-05,325310.3,0,58.88,2.689,212.5126051,6.768,2010,11,44,318011.8104895105,17.00470532490508
7,2010-11-05,480512.44,0,49.44,2.729,190.9964377,9.137,2010,11,44,570617.3086713287,3.2265329790567288
40,2010-11-05,968270.66,0,36.45,2.938,132.9245806,5.287,2010,11,44,964128.0404895104,10.654592200730196
33,2010-11-05,246124.61,0,74.23,3.009,126.4912903,9.265,2010,11,44,259861.69202797202,15.260160330941996
10,2010-11-05,1832211.96,0,71.04,3.009,126.4912903,9.003,2010,11,44,1899424.5726573425,5.220407346989653
22,2010-11-05,1006888.16,0,44.34,2.938,136.7862258,8.572,2010,11,44,1028501.0389510489,-1.8403909888750736
17,2010-11-05,818434.49,0,42.54,2.831,126.4912903,6.885,2010,11,44,893581.3904195804,-5.047531951858664
16,2010-11-05,446905.02,0,39.94,2.729,190.9964377,6.986,2010,11,44,519247.7300699301,-9.720263023998644
42,2010-11-05,565390.4,0,71.04,3.009,126.4912903,9.003,2010,11,44,556403.863146853,18.538521428025568
24,2010-11-05,1285358.01,0,42.2,3.049,132.9245806,8.275,2010,11,44,1356755.3935664336,3.247749018708701
29,2010-11-05,521002.97,0,44.34,2.938,132.9245806,10.524,2010,11,44,539451.4287412588,-1.1489462680040918
41,2010-11-05,1163878.49,0,46.74,2.729,190.9964377,7.508,2010,11,44,1268125.418811189,1.6616896734900521
45,2010-11-05,764014.06,0,45.65,2.917,182.9463648,8.724,2010,11,44,785981.4085314686,4.251058892904691
18,2010-11-05,1089530.94,0,42.05,2.938,132.9245806,9.331,2010,11,44,1084718.421048951,4.906176679091923
6,2010-11-05,1505442.15,0,59.9,2.689,213.4785503,7.007,2010,11,44,1564728.1862937063,8.670785752095345
11,2010-11-05,1332759.13,0,64.41,2.689,215.2765472,7.564,2010,11,44,1356383.1244755245,11.524600932524208
1,2010-11-05,1551659.28,0,58.74,2.689,211.9563939,7.838,2010,11,44,1555264.3975524476,12.097164039985241
36,2010-11-05,405860.37,0,62.72,2.655,210.7202444,8.476,2010,11,44,373511.9927972028,3.363292174647481
31,2010-11-05,1324455.72,0,58.71,2.689,211.6135053,8.163,2010,11,44,1395901.437062937,5.289237177067219
13,2010-11-05,1854967.66,0,49.96,2.831,126.4912903,7.795,2010,11,44,2003620.3062937064,-1.7441334808930953
39,2010-11-05,1293707.19,0,61.62,2.689,210.7202444,8.476,2010,11,44,1450668.1291608391,-0.08201385223071123
34,2010-11-05,972292.31,0,52.43,2.699,126.4912903,10.21,2010,11,44,966781.5594405595,4.965841191547371
35,2010-11-05,843755.12,0,45.91,2.917,136.7862258,8.763,2010,11,44,919724.9795804196,-1.637007893228104
27,2010-11-05,1686010.02,0,45.91,3.049,136.7862258,8.021,2010,11,44,1775216.2019580419,-0.1743959516659621
19,2010-11-05,1435379.25,0,41.78,3.049,132.9245806,8.067,2010,11,44,1444999.0356643356,2.1930290332072166
8,2010-11-05,927266.34,0,55.76,2.689,215.323,6.433,2010,11,44,908749.5183916084,11.617068273991539
28,2010-11-12,1266460.45,0,57.79,3.13,126.5461613,14.313,2010,11,45,1323522.241818182,-15.662819772257064
6,2010-11-12,1495536.46,0,62.11,2.728,213.5268011,7.007,2010,11,45,1564728.1862937063,-0.6579920722958321
19,2010-11-12,1490235.86,0,40.3,3.065,132.9783226,8.067,2010,11,45,1444999.0356643356,3.8217502447523977
3,2010-11-12,386635.03,0,62.79,2.728,215.3256258,7.564,2010,11,45,402704.44104895106,-8.634839403296347
26,2010-11-12,971193.01,0,37.51,2.961,132.9783226,8.149,2010,11,45,1002911.8446853146,0.09982225660327693
14,2010-11-12,2092189.06,0,46.14,2.931,182.9916129,8.724,2010,11,45,2020978.4009790209,0.6625998000295841
5,2010-11-12,301827.36,0,62.37,2.728,212.5604113,6.768,2010,11,45,318011.8104895105,-7.218627876215422
16,2010-11-12,453632.76,0,34.04,2.737,191.0411474,6.986,2010,11,45,519247.7300699301,1.5054071220770737
37,2010-11-12,517546.69,0,61.97,2.728,210.7667944,8.476,2010,11,45,518900.2819580419,-4.101799162182907
44,2010-11-12,281909.79,0,42.55,2.831,126.5461613,7.61,2010,11,45,302748.86601398606,4.211549269908654
18,2010-11-12,1081322.12,0,43.17,2.961,132.9783226,9.331,2010,11,45,1084718.421048951,-0.7534269747309641
11,2010-11-12,1281675.6,0,63.74,2.728,215.3256258,7.564,2010,11,45,1356383.1244755245,-3.832915404601267
45,2010-11-12,765648.93,0,46.14,2.931,182.9916129,8.724,2010,11,45,785981.4085314686,0.213984281912305
8,2010-11-12,911538.98,0,54.89,2.728,215.3721,6.433,2010,11,45,908749.5183916084,-1.6960995262698675
25,2010-11-12,713250.08,0,40.68,2.931,205.2098614,7.484,2010,11,45,706721.5326573426,2.432169554181196
32,2010-11-12,1141019.11,0,42.3,2.737,191.0411474,9.137,2010,11,45,1166568.154965035,7.333845498160452
10,2010-11-12,1895901.59,0,61.24,3.13,126.5461613,9.003,2010,11,45,1899424.5726573425,3.47610600686179
15,2010-11-12,619639.74,0,39.63,3.065,132.9783226,8.067,2010,11,45,623312.474965035,1.0851931696371553
42,2010-11-12,588592.61,0,61.24,3.13,126.5461613,9.003,2010,11,45,556403.863146853,4.1037502582286445
7,2010-11-12,507584.29,0,22.12,2.737,191.0411474,9.137,2010,11,45,570617.3086713287,5.63395403457192
9,2010-11-12,520846.68,0,61.59,2.728,215.5557297,6.56,2010,11,45,543980.5523776223,0.5747987279509648
24,2010-11-12,1312877.01,0,41.76,3.065,132.9783226,8.275,2010,11,45,1356755.3935664336,2.1409599338008567
22,2010-11-12,1043698.64,0,44.42,2.961,136.8349032,8.572,2010,11,45,1028501.0389510489,3.6558658113528653
1,2010-11-12,1494479.49,0,59.61,2.728,212.003944,7.838,2010,11,45,1555264.3975524476,-3.6850738262590776
12,2010-11-12,942475.24,0,57.79,3.13,126.5461613,14.313,2010,11,45,1009001.6094405595,1.375137974649654
27,2010-11-12,1828010.25,0,45.9,3.065,136.8349032,8.021,2010,11,45,1775216.2019580419,8.422264892589437
38,2010-11-12,340147.2,0,57.79,3.13,126.5461613,14.313,2010,11,45,385731.6532867133,-10.692068258759836
13,2010-11-12,1939964.63,0,42.55,2.831,126.5461613,7.795,2010,11,45,2003620.3062937064,4.582126784895002
30,2010-11-12,431266.64,0,60.95,2.728,211.6608975,8.163,2010,11,45,438579.6162237762,-11.017006557582087
17,2010-11-12,855459.96,0,36.32,2.831,126.5461613,6.885,2010,11,45,893581.3904195804,4.523938134620886
40,2010-11-12,935481.32,0,38.5,2.961,132.9783226,5.287,2010,11,45,964128.0404895104,-3.3863816548980297
29,2010-11-12,524450.7,0,44.42,2.961,132.9783226,10.524,2010,11,45,539451.4287412588,0.6617486268840178
43,2010-11-12,595421.23,0,59.98,2.728,203.9185484,10.21,2010,11,45,633324.7231468532,-1.739218186276914
20,2010-11-12,2187765.28,0,42.38,2.931,205.2098614,7.484,2010,11,45,2107676.8703496503,0.1578818719249364
21,2010-11-12,735796.38,0,60.95,2.728,211.6608975,8.163,2010,11,45,756069.0833566433,2.2097330704260454
34,2010-11-12,979730.78,0,47.2,2.741,126.5461613,10.21,2010,11,45,966781.5594405595,0.7650446191433957
35,2010-11-12,870914.69,0,45.9,2.931,136.8349032,8.763,2010,11,45,919724.9795804196,3.2188924672836405
39,2010-11-12,1291398.71,0,62.21,2.728,210.7667944,8.476,2010,11,45,1450668.1291608391,-0.17843914124029414
33,2010-11-12,272803.94,0,65.21,3.13,126.5461613,9.265,2010,11,45,259861.69202797202,10.839765271745883
36,2010-11-12,425804.8,0,61.97,2.705,210.7667944,8.476,2010,11,45,373511.9927972028,4.91411122500085
2,2010-11-12,1916812.74,0,59.69,2.728,211.6608975,8.163,2010,11,45,1925751.3355244757,-1.1473937795502764
41,2010-11-12,1175326.23,0,38.99,2.737,191.0411474,7.508,2010,11,45,1268125.418811189,0.9835854943929689
23,2010-11-12,1387953.75,0,35.59,2.961,132.9783226,5.287,2010,11,45,1389864.4604895106,15.362872875951616
31,2010-11-12,1352780.76,0,60.95,2.728,211.6608975,8.163,2010,11,45,1395901.437062937,2.138617363515949
4,2010-11-12,1999794.26,0,52.65,2.741,126.5461613,7.127,2010,11,45,2094712.9606993007,-0.6617368988993899
40,2010-11-19,852452.93,0,40.52,3.03,132.9172,5.287,2010,11,46,964128.0404895104,-8.875472788703032
24,2010-11-19,1277150.6,0,45.63,3.138,132.9172,8.275,2010,11,46,1356755.3935664336,-2.7212305286692384
9,2010-11-19,519823.3,0,49.96,2.771,215.4372854,6.56,2010,11,46,543980.5523776223,-0.19648392498152756
32,2010-11-19,1150729.89,0,36.24,2.758,191.0312172,9.137,2010,11,46,1166568.154965035,0.8510619949213538
3,2010-11-19,372545.32,0,57.72,2.771,215.2074519,7.564,2010,11,46,402704.44104895106,-3.644188680989413
10,2010-11-19,1949177.13,0,58.83,3.047,126.6072,9.003,2010,11,46,1899424.5726573425,2.810037202405624
27,2010-11-19,1704785.74,0,50.81,3.138,136.7715714,8.021,2010,11,46,1775216.2019580419,-6.740909138775342
43,2010-11-19,589467.35,0,54.96,2.771,203.8191286,10.21,2010,11,46,633324.7231468532,-0.9999441907706297
29,2010-11-19,508174.55,0,48.62,3.03,132.9172,10.524,2010,11,46,539451.4287412588,-3.1034661599269375
6,2010-11-19,1518841.45,0,52.99,2.771,213.4107412,7.007,2010,11,46,1564728.1862937063,1.5583030319434643
21,2010-11-19,756288.89,0,51.71,2.771,211.5470304,8.163,2010,11,46,756069.0833566433,2.7850789371918427
45,2010-11-19,723987.85,0,50.02,3.0,182.8989385,8.724,2010,11,46,785981.4085314686,-5.441277113781129
37,2010-11-19,518124.16,0,56.73,2.771,210.65429,8.476,2010,11,46,518900.2819580419,0.11157833895141245
16,2010-11-19,458634.68,0,27.26,2.758,191.0312172,6.986,2010,11,46,519247.7300699301,1.1026364145305445
39,2010-11-19,1370659.54,0,55.5,2.771,210.65429,8.476,2010,11,46,1450668.1291608391,6.137595568761256
14,2010-11-19,1968462.58,0,50.02,3.0,182.8989385,8.724,2010,11,46,2020978.4009790209,-5.9137332455031615
30,2010-11-19,423707.69,0,51.71,2.771,211.5470304,8.163,2010,11,46,438579.6162237762,-1.7527323699324415
26,2010-11-19,901972.7,0,36.73,3.03,132.9172,8.149,2010,11,46,1002911.8446853146,-7.1273484556895745
28,2010-11-19,1179315.72,0,58.18,3.161,126.6072,14.313,2010,11,46,1323522.241818182,-6.880967344854705
41,2010-11-19,1172155.28,0,31.34,2.758,191.0312172,7.508,2010,11,46,1268125.418811189,-0.26979317903931266
8,2010-11-19,885608.04,0,43.86,2.771,215.2538714,6.433,2010,11,46,908749.5183916084,-2.8447428545513187
34,2010-11-19,955766.33,0,40.93,2.78,126.6072,10.21,2010,11,46,966781.5594405595,-2.4460239985519383
22,2010-11-19,985896.44,0,48.62,3.03,136.7715714,8.572,2010,11,46,1028501.0389510489,-5.538207848962995
23,2010-11-19,1314994.32,0,41.66,3.03,132.9172,5.287,2010,11,46,1389864.4604895106,-5.256618241061705
12,2010-11-19,894493.7,0,58.18,3.161,126.6072,14.313,2010,11,46,1009001.6094405595,-5.091013319352566
11,2010-11-19,1292346.57,0,58.63,2.771,215.2074519,7.564,2010,11,46,1356383.1244755245,0.8325796324748502
33,2010-11-19,224639.76,0,61.95,3.047,126.6072,9.265,2010,11,46,259861.69202797202,-17.655236211031255
20,2010-11-19,2105058.91,0,45.88,3.0,205.0992811,7.484,2010,11,46,2107676.8703496503,-3.7804041757166784
36,2010-11-19,411615.71,0,56.73,2.741,210.65429,8.476,2010,11,46,373511.9927972028,-3.332299213160572
5,2010-11-19,297384.81,0,52.52,2.771,212.445487,6.768,2010,11,46,318011.8104895105,-1.4718844573931245
13,2010-11-19,1925393.91,0,42.0,2.842,126.6072,7.795,2010,11,46,2003620.3062937064,-0.7510817349283272
17,2010-11-19,782252.57,0,36.31,2.842,126.6072,6.885,2010,11,46,893581.3904195804,-8.55766411323331
31,2010-11-19,1359158.57,0,51.71,2.771,211.5470304,8.163,2010,11,46,1395901.437062937,0.47145924813418727
44,2010-11-19,284322.52,0,42.0,2.842,126.6072,7.61,2010,11,46,302748.86601398606,0.8558517957109713
38,2010-11-19,348593.99,0,58.18,3.161,126.6072,14.313,2010,11,46,385731.6532867133,2.48327488804847
18,2010-11-19,1045722.37,0,45.26,3.03,132.9172,9.331,2010,11,46,1084718.421048951,-3.292242833245662
42,2010-11-19,524316.21,0,58.83,3.047,126.6072,9.003,2010,11,46,556403.863146853,-10.920354572579505
1,2010-11-19,1483784.18,0,51.41,2.771,211.8896737,7.838,2010,11,46,1555264.3975524476,-0.7156545186177254
25,2010-11-19,718056.73,0,42.72,3.0,205.0992811,7.484,2010,11,46,706721.5326573426,0.6739080912546269
4,2010-11-19,2097809.4,0,48.05,2.78,126.6072,7.127,2010,11,46,2094712.9606993007,4.901261192738882
7,2010-11-19,482528.36,0,25.56,2.758,191.0312172,9.137,2010,11,46,570617.3086713287,-4.936309199010081
35,2010-11-19,846850.35,0,50.81,3.0,136.7715714,8.763,2010,11,46,919724.9795804196,-2.763111045928046
15,2010-11-19,608200.81,0,44.1,3.138,132.9172,8.067,2010,11,46,623312.474965035,-1.8460613904459966
19,2010-11-19,1377593.1,0,44.22,3.138,132.9172,8.067,2010,11,46,1444999.0356643356,-7.558720268615737
2,2010-11-19,1956739.17,0,50.81,2.771,211.5470304,8.163,2010,11,46,1925751.3355244757,2.0829593400970348
34,2010-11-26,1309476.68,1,41.13,2.752,126.6692667,10.21,2010,11,47,966781.5594405595,37.00803626342435
6,2010-11-26,2267452.4,1,65.79,2.735,213.2672961,7.007,2010,11,47,1564728.1862937063,49.288288122502856
20,2010-11-26,2720371.4924999997,1,46.66,3.039,204.9621,7.484,2010,11,47,2107676.8703496503,33.56557513157672
22,2010-11-26,1564502.26,1,44.61,3.07,136.6895714,8.572,2010,11,47,1028501.0389510489,58.6882959025595
3,2010-11-26,565567.84,1,68.71,2.735,215.0614025,7.564,2010,11,47,402704.44104895106,51.811822518666986
4,2010-11-26,2720371.4924999997,1,48.08,2.752,126.6692667,7.127,2010,11,47,2094712.9606993007,32.97058588830808
29,2010-11-26,975268.91,1,44.61,3.07,132.8369333,10.524,2010,11,47,539451.4287412588,91.91612606337725
33,2010-11-26,240044.57,1,56.87,3.162,126.6692667,9.265,2010,11,47,259861.69202797202,6.857561635571541
41,2010-11-26,1866681.57,1,25.3,2.742,191.0121805,7.508,2010,11,47,1268125.418811189,59.25207196097772
18,2010-11-26,1653759.36,1,40.81,3.07,132.8369333,9.331,2010,11,47,1084718.421048951,58.14516428485699
21,2010-11-26,1245628.61,1,62.96,2.735,211.4062867,8.163,2010,11,47,756069.0833566433,64.70275135206603
36,2010-11-26,408891.49,1,67.73,2.725,210.5152765,8.476,2010,11,47,373511.9927972028,-0.6618357690963861
2,2010-11-26,2658725.29,1,62.98,2.735,211.4062867,8.163,2010,11,47,1925751.3355244757,35.87530370744303
32,2010-11-26,1634635.86,1,29.97,2.742,191.0121805,9.137,2010,11,47,1166568.154965035,42.052090086927365
19,2010-11-26,1993367.83,1,42.62,3.186,132.8369333,8.067,2010,11,47,1444999.0356643356,44.69931868851549
17,2010-11-26,1005448.76,1,19.03,2.83,126.6692667,6.885,2010,11,47,893581.3904195804,28.532496863513025
13,2010-11-26,2720371.4924999997,1,28.22,2.83,126.6692667,7.795,2010,11,47,2003620.3062937064,43.679692536266515
39,2010-11-26,2149355.2,1,67.75,2.735,210.5152765,8.476,2010,11,47,1450668.1291608391,56.811749181711455
8,2010-11-26,1261693.16,1,51.07,2.735,215.1077548,6.433,2010,11,47,908749.5183916084,42.46631726604468
40,2010-11-26,1166142.85,1,32.94,3.07,132.8369333,5.287,2010,11,47,964128.0404895104,36.79850334962189
43,2010-11-26,633520.34,1,54.76,2.735,203.6952786,10.21,2010,11,47,633324.7231468532,7.473355394493009
31,2010-11-26,1858856.06,1,62.96,2.735,211.4062867,8.163,2010,11,47,1395901.437062937,36.76520908079179
38,2010-11-26,360857.98,1,47.66,3.162,126.6692667,14.313,2010,11,47,385731.6532867133,3.518130074474324
28,2010-11-26,1937033.5,1,47.66,3.162,126.6692667,14.313,2010,11,47,1323522.241818182,64.25063001788868
10,2010-11-26,2720371.4924999997,1,55.33,3.162,126.6692667,9.003,2010,11,47,1899424.5726573425,50.83012901962378
5,2010-11-26,488362.61,1,66.15,2.735,212.303441,6.768,2010,11,47,318011.8104895105,64.21908368487281
1,2010-11-26,1955624.11,1,64.52,2.735,211.7484333,7.838,2010,11,47,1555264.3975524476,31.799768211573753
9,2010-11-26,768070.53,1,60.18,2.735,215.2909028,6.56,2010,11,47,543980.5523776223,47.7560798063496
15,2010-11-26,1120018.92,1,40.71,3.186,132.8369333,8.067,2010,11,47,623312.474965035,84.15281623843937
7,2010-11-26,835189.26,1,17.95,2.742,191.0121805,9.137,2010,11,47,570617.3086713287,73.08604617560717
42,2010-11-26,522296.71,1,55.33,3.162,126.6692667,9.003,2010,11,47,556403.863146853,-0.38516833191175603
45,2010-11-26,1182500.16,1,46.15,3.039,182.7832769,8.724,2010,11,47,785981.4085314686,63.33149237242033
44,2010-11-26,307646.5,1,28.22,2.83,126.6692667,7.61,2010,11,47,302748.86601398606,8.203353009110902
27,2010-11-26,2627910.75,1,46.67,3.186,136.6895714,8.021,2010,11,47,1775216.2019580419,54.14903400118774
30,2010-11-26,462732.36,1,62.96,2.735,211.4062867,8.163,2010,11,47,438579.6162237762,9.210281267257624
37,2010-11-26,518220.72,1,67.73,2.735,210.5152765,8.476,2010,11,47,518900.2819580419,0.01863645964703675
16,2010-11-26,651837.77,1,23.46,2.742,191.0121805,6.986,2010,11,47,519247.7300699301,42.1257044931709
12,2010-11-26,1601377.41,1,47.66,3.162,126.6692667,14.313,2010,11,47,1009001.6094405595,79.02612505823126
24,2010-11-26,1779276.51,1,41.92,3.186,132.8369333,8.275,2010,11,47,1356755.3935664336,39.316108061179314
14,2010-11-26,2720371.4924999997,1,46.15,3.039,182.7832769,8.724,2010,11,47,2020978.4009790209,48.42597160267075
35,2010-11-26,1781866.98,1,46.67,3.039,136.6895714,8.763,2010,11,47,919724.9795804196,110.41108148564858
26,2010-11-26,1286833.62,1,28.11,3.07,132.8369333,8.149,2010,11,47,1002911.8446853146,42.668799177624805
11,2010-11-26,1757242.51,1,69.9,2.735,215.0614025,7.564,2010,11,47,1356383.1244755245,35.97300838582331
23,2010-11-26,2072685.05,1,34.95,3.07,132.8369333,5.287,2010,11,47,1389864.4604895106,57.61931580054276
25,2010-11-26,1115240.61,1,43.43,3.039,204.9621,7.484,2010,11,47,706721.5326573426,55.31371873640125
4,2010-12-03,2102530.17,0,46.4,2.727,126.7313333,7.127,2010,12,48,2094712.9606993007,-24.626162512731597
39,2010-12-03,1431910.98,0,53.55,2.708,210.376263,8.476,2010,12,48,1450668.1291608391,-33.37950935238625
12,2010-12-03,1069533.17,0,43.33,3.041,126.7313333,14.313,2010,12,48,1009001.6094405595,-33.21167369283672
9,2010-12-03,578164.82,0,49.89,2.708,215.1445203,6.56,2010,12,48,543980.5523776223,-24.72503534278292
35,2010-12-03,982598.88,0,41.81,3.046,136.6075714,8.763,2010,12,48,919724.9795804196,-44.85565471335015
19,2010-12-03,1615987.96,0,36.64,3.2,132.7566667,8.067,2010,12,48,1444999.0356643356,-18.931772868031093
43,2010-12-03,557543.62,0,44.56,2.708,203.5714286,10.21,2010,12,48,633324.7231468532,-11.992783057289047
5,2010-12-03,344490.88,0,51.31,2.708,212.1613951,6.768,2010,12,48,318011.8104895105,-29.46002151966548
30,2010-12-03,407112.22,0,50.43,2.708,211.265543,8.163,2010,12,48,438579.6162237762,-12.019937399666624
20,2010-12-03,2416051.17,0,35.47,3.046,204.8249189,7.484,2010,12,48,2107676.8703496503,-14.069500666594582
31,2010-12-03,1338716.37,0,50.43,2.708,211.265543,8.163,2010,12,48,1395901.437062937,-27.981708815044016
27,2010-12-03,1884343.67,0,41.81,3.2,136.6075714,8.021,2010,12,48,1775216.2019580419,-28.294989850777853
16,2010-12-03,512260.59,0,23.68,2.712,190.9931437,6.986,2010,12,48,519247.7300699301,-21.41287087429745
15,2010-12-03,754134.95,0,36.0,3.2,132.7566667,8.067,2010,12,48,623312.474965035,-32.667659757033384
42,2010-12-03,500250.8,0,51.17,3.041,126.7313333,9.003,2010,12,48,556403.863146853,-4.220955173162022
38,2010-12-03,351925.36,0,43.33,3.041,126.7313333,14.313,2010,12,48,385731.6532867133,-2.4753838061167377
26,2010-12-03,1016143.64,0,27.73,3.065,132.7566667,8.149,2010,12,48,1002911.8446853146,-21.035351874005293
8,2010-12-03,952766.93,0,42.85,2.708,214.9616381,6.433,2010,12,48,908749.5183916084,-24.485052292746033
32,2010-12-03,1200892.56,0,35.18,2.712,190.9931437,9.137,2010,12,48,1166568.154965035,-26.5345518603758
29,2010-12-03,642678.53,0,39.42,3.065,132.7566667,10.524,2010,12,48,539451.4287412588,-34.10242822156609
